persona_id,honest-humility,emotionality,extraversion,agreeableness,conscientiousness,openness to experience,altruism
8b1693e3-8333-4370-953f-18344dedd333,3.5,3.5,3.25,3.25,3.75,3.0,4.0
1f631e34-4e60-4036-87da-bee060c91345,3.5,3.5,3.0,3.75,4.0,3.25,4.0
d8c61bd6-8c79-46a4-aed8-d98cff31a85a,3.75,3.75,2.75,3.5,3.75,3.25,4.25
c838b06a-f051-4560-bae2-9450254b9827,4.0,3.333,2.75,3.0,4.5,3.0,4.0
609dae5e-9e3f-4de4-b1c9-25758da1be2a,3.667,3.25,2.75,3.5,4.25,3.0,2.667
beb090f7-a36d-4742-bd8e-e5140a0c3981,3.75,3.25,3.333,3.5,4.0,3.25,4.25
23b85d85-c85e-4efb-b1f4-0c780a533f2b,3.5,3.25,3.0,3.5,4.0,3.25,3.5
532134f2-8b19-494f-af0f-a5b7059d1c9e,3.333,3.5,2.25,3.5,3.5,3.0,4.0
2fae1beb-ae9b-4bd2-b6cc-d4863972e1ec,3.0,3.0,2.5,3.5,4.0,3.333,3.5
fad4276f-4dc1-4f87-b411-082910c68779,3.0,3.25,2.5,3.5,4.25,3.25,3.75
1dc2a9d9-f311-46db-aaed-91c1f4d72a1a,3.5,3.25,2.5,3.5,4.25,3.25,4.25
58a3db58-c46f-4d70-8f15-c4c4b4211ad2,3.333,3.25,2.0,3.75,4.0,3.333,4.25
5cab8df9-d7f1-4006-b672-ff44adf7f4a2,3.0,4.0,2.0,3.333,4.0,3.25,3.75
e7d78a22-1d0b-4e8e-910c-30239ad46daa,3.25,3.25,2.5,3.25,4.5,3.25,3.5
c1c0c79c-b98c-4b70-87a6-c54574f150e2,3.5,3.25,3.0,2.75,4.25,3.0,4.0
25c38c64-7e36-444d-bb47-64a3af3f8416,3.75,3.25,2.25,2.75,4.0,3.333,3.75
96ff8b66-870d-460f-a302-585a0b6a1600,3.5,3.5,2.75,3.5,4.0,3.25,4.25
94c07be7-ca21-46d7-a951-ee5ffccdf482,3.25,3.5,2.75,3.5,4.0,3.333,4.0
df327d13-e8dc-4bf3-8de5-908b00b29184,3.75,3.5,2.25,3.5,4.0,3.333,4.25
96d6ddb9-7670-49db-9d47-65e63b5a0345,3.0,3.25,2.667,2.667,4.75,3.5,3.25
333bc65e-4099-4b23-9c44-a75a7e24fba3,3.667,3.0,2.333,3.5,4.25,3.0,3.25
1ef26987-cf77-4ca8-9c75-6d58d629f079,3.667,3.25,2.5,3.0,4.0,3.25,3.75
6a20270f-4188-480f-81a5-1a8762cb9ff7,3.333,3.25,2.75,3.0,4.25,3.0,4.0
e6d19687-3e73-4385-b7db-72a520fa2fda,3.5,4.0,3.25,3.5,3.75,3.25,4.25
4cc85d0d-6aff-481e-8311-c23807b61755,3.5,3.25,3.25,3.25,4.0,3.25,4.25
d026efa9-6ffa-40bb-8d95-cd46dde3c224,3.333,3.25,2.5,3.5,4.0,3.333,4.25
575501fc-0292-4014-8848-428bc3de761c,3.25,3.0,3.0,3.5,4.5,3.333,3.25
6927e9b2-13a2-4477-908f-8269a7110fc0,3.75,3.25,2.25,3.0,3.75,3.25,3.75
c1b7c4a6-8e9a-40ba-a77b-d5bacd2979e4,3.75,3.75,3.0,3.5,3.333,3.0,4.25
dc1aec6d-2ece-4465-b2a9-b57545557e05,4.0,3.25,3.0,3.5,4.25,3.25,4.0
90a5f948-97d4-4616-a8a6-c434a35e2153,3.75,3.5,3.0,4.0,4.0,3.0,4.0
6b83a2ff-ee2f-477c-93b3-5809aae984df,3.5,3.25,3.667,3.25,4.0,3.25,4.0
0133e402-16dd-42d1-84ca-99564bf5c98b,3.5,3.5,2.5,3.25,4.5,3.333,3.25
9754d072-13e5-4488-8589-eba5320b4c09,3.333,3.25,2.0,3.75,4.0,2.75,3.5
a859b495-add9-4e22-a1e7-a7923b4b0f30,3.5,3.25,2.25,2.75,4.0,3.333,2.667
0bf0570d-13ff-4baf-8302-f955fa399e54,4.0,3.333,3.75,2.75,3.5,3.25,4.25
edb4eedf-35b2-46bb-bb0d-9fb65f234cbe,3.333,3.25,3.0,2.5,4.5,3.25,4.25
b0b43a97-c128-4b43-8146-d9d1604c4c82,3.75,3.75,3.0,4.0,4.5,3.25,4.25
3b44cc33-c651-4493-8ddc-ab6fa7d5f020,3.5,3.5,2.75,2.667,4.0,3.0,3.75
6943c288-7c20-484e-86f9-e32765230a69,3.25,3.25,2.75,3.5,4.0,3.5,4.0
6e7f1bce-f0bc-46e0-a918-865da1d0d750,3.5,3.75,2.25,3.333,4.0,3.25,4.25
5aa12b7d-a25d-4062-a39d-fb7f85b53d41,3.25,4.25,3.0,3.5,4.0,3.25,4.0
09190f7c-3163-4a75-acf6-c7412abb7f27,4.0,3.5,3.0,3.25,3.75,3.25,4.25
796c69a3-724a-4948-95a0-bbb40be41e6a,3.5,3.333,3.0,3.25,4.25,3.25,3.75
f49c05dd-d02d-471a-a0ea-a94970a31380,3.25,3.5,3.0,3.0,4.25,3.333,4.5
42c583c2-4aac-4a45-8954-7f68fec78849,3.5,3.75,2.75,3.0,4.0,3.25,3.75
dc658070-dac5-4c54-9c2e-06ade13fbf53,3.5,3.25,3.0,3.75,4.25,3.0,3.5
b866a002-96dd-4e2a-b0b8-c42924bb4df2,3.25,3.333,2.75,3.0,3.0,3.25,4.0
4b4a4f32-c46f-47d4-8865-fff653bf4d06,3.5,3.25,2.75,3.75,4.0,3.0,3.75
5487aa57-86d1-4f3d-aefe-69fb203d1d2d,3.5,3.25,2.5,3.25,4.25,2.75,4.0
64c79c03-96c2-499c-9da6-bc14e62363a4,3.0,3.25,2.5,3.0,4.0,3.25,4.25
e12e29f3-db9f-44d3-ba9b-05171a67942a,3.25,3.0,3.0,3.25,4.25,3.25,3.75
b2d3e1bc-9582-4877-8358-e3449ba51c5b,3.5,3.25,2.0,3.75,4.25,3.333,3.75
68c5189a-b727-49b3-9486-79cd43af4e5c,3.667,3.25,2.5,3.75,4.0,3.333,4.0
fe688fc2-2f4a-4d33-8dc9-211c2a62be82,3.25,3.25,2.75,2.75,4.0,2.75,3.75
bdf6030f-62b6-4ddc-989b-3f095582c32f,3.5,3.25,3.0,3.5,4.5,3.0,4.25
311af54a-59f9-4b5e-bd00-4f7ae0c29ba1,4.0,3.25,2.75,3.5,4.25,3.0,3.75
b9e508b5-e8f9-44fd-861c-fb94937aca70,3.5,3.5,3.0,3.25,3.25,3.25,4.0
a094e2f7-19f2-481d-aa15-2db9ad72265d,3.5,3.25,2.75,3.5,4.0,3.25,4.25
bb214b8b-530e-4187-a320-33b36fcfcba7,3.75,3.75,2.333,3.0,4.0,3.0,3.0
af08d8ce-eccd-4dc5-813f-5d95c8c1088b,3.25,3.25,3.0,4.0,4.25,3.25,4.0
4c8665c6-7478-4bc1-8f05-0814af51b560,3.5,3.25,3.0,3.0,4.25,3.0,3.5
1d57326c-7db5-4f4f-bec9-9537c134878d,3.5,3.25,3.0,2.667,4.5,3.0,4.0
fcc7b6f8-7faf-43f0-97da-d4053af17e3f,3.5,3.25,2.25,3.5,4.25,3.25,4.0
ff262010-d46f-423e-8665-15dc50e01d00,3.0,3.5,3.75,2.667,4.0,3.25,3.25
46bfb1c8-0824-4cad-b244-2043935439e7,3.75,3.5,2.75,2.25,3.5,3.333,3.5
15770ba5-19b5-49d2-81e5-bac9d37e009e,4.0,3.25,3.0,3.333,4.25,2.75,4.0
06e1053b-bd73-4930-b3db-14ddf4e127e9,3.75,2.75,2.0,3.25,4.0,3.0,3.5
5b12f134-63e3-4eef-91f0-938b5e626ea8,3.0,3.25,3.333,3.333,4.0,3.25,3.75
a4c99672-9a9c-421e-8612-a1999c4e84bb,4.0,3.75,3.333,3.5,3.75,3.25,4.5
bfb65009-3ee8-4702-a179-00884b536224,3.25,3.5,3.0,3.0,4.25,3.25,3.75
b3af8c8f-3167-4288-9717-93834d67fdf3,3.5,3.0,3.0,3.5,4.0,3.333,3.75
10a4869a-5fc3-497e-ade7-48f1e52e96a5,3.25,3.25,2.0,3.25,4.25,3.0,3.75
01d5e4ce-6e9f-4b94-91d8-5abf77d03d87,3.5,3.25,2.25,3.25,3.25,3.0,4.0
1bf38e0f-8648-4620-9c82-dbabd26b95de,3.5,3.5,2.75,2.25,4.0,3.0,4.0
e6f7c8eb-fbe1-470b-9ed7-b0bea0d62177,3.333,3.5,2.5,4.0,4.0,2.75,3.75
09fbce7e-d627-4a9b-be60-bb0409616ccf,3.5,3.25,2.75,3.25,4.0,2.75,4.0
57b4bd2c-f805-4a4d-942d-df98d6b3519c,3.25,3.25,3.25,3.25,4.0,3.333,3.5
32952431-5270-4079-bf76-d081ff53e9f2,3.25,3.25,3.333,3.25,3.75,3.25,4.0
7dfab610-86d0-4101-9733-f6cf7242a9d2,3.25,3.5,2.333,3.25,4.25,3.25,3.75
9e72920f-63f1-4a2b-93f0-fc772c3a87c6,3.25,3.5,2.0,2.667,4.0,3.0,3.75
af075417-9a91-4f56-a590-34695e4dcb53,3.5,3.25,3.25,4.0,4.0,3.25,4.0
c2f97641-50f5-4511-b999-5a28c75b388f,3.75,3.25,2.5,2.667,4.0,3.0,4.0
02a2536f-a631-43fd-a485-d17c12fca9d5,3.5,3.5,2.75,2.5,4.0,3.333,3.25
71db3547-e4c7-4422-b455-419264428549,3.25,3.5,2.5,3.0,3.5,3.25,3.75
08af3d7c-ca26-4eaf-840e-a2de8a47bdb0,3.25,3.667,3.0,3.25,3.75,3.25,3.5
09e5abc3-ffdf-4daf-acc2-b268b563e541,3.5,3.25,2.75,4.0,3.75,3.333,4.0
36309308-6515-4961-8b67-7e6c7b588d82,3.0,3.25,3.0,3.0,3.25,3.25,3.5
6ce72d58-d03e-46d3-ae63-28b1bad56c26,3.75,3.25,2.0,3.333,4.25,3.25,3.5
c891bdaa-fa31-4bc4-b48e-f8ddca2215b9,3.333,3.25,2.5,3.25,4.0,3.25,3.75
06c2a858-0946-4abd-b7cb-1f302053a166,3.5,2.5,2.25,3.25,4.5,3.0,3.0
a3b32aac-4913-49b3-8db9-c35c713939a4,3.75,3.25,2.75,2.75,4.25,3.0,4.0
d0a34e79-6d85-4e28-bc6f-3dcb140f6d98,3.5,3.5,3.0,4.0,4.25,3.25,4.5
793daf59-18e4-4dec-a440-51e17d9fd3b0,3.5,3.667,2.75,3.25,4.25,3.0,3.75
c113b89c-fef4-4bf0-a015-71a8adaf43fa,3.75,3.5,3.25,3.5,3.75,3.333,4.0
379bbe63-9f34-4a3b-8de5-9625e9c8d4db,3.25,3.5,1.667,3.0,4.25,3.25,4.0
d53abdfd-8177-4f08-9b91-f7062ace577e,3.75,3.25,2.25,3.0,4.0,3.25,3.667
f7ce39a5-442e-4575-b3fa-b276efaf3513,3.25,3.75,3.0,3.0,3.25,3.5,4.5
7926342f-23e2-4fac-bdd9-8404fa00bd2d,3.5,3.25,2.75,4.0,3.75,3.25,3.75
c217c783-ef57-4cf6-98a0-ec64e6098f4e,3.5,3.5,3.0,3.25,3.75,3.0,3.25
c8e92e12-4b1f-4a10-a351-020551312936,3.75,3.75,4.0,3.0,3.75,3.5,4.25
75c05423-d217-499f-9e8f-58eb30983262,3.75,3.5,2.25,2.667,4.0,3.0,3.0
c021bd27-7b4a-494c-8daa-f7a65856f3b7,3.333,3.333,3.25,3.5,4.0,3.25,3.5
046a28c6-b949-4627-bee7-b87b3715d5fb,3.75,3.25,3.0,3.0,4.0,3.333,4.0
79922313-c4e4-4f30-a019-b6cb407e4b80,3.0,4.0,2.25,3.0,3.5,3.25,4.25
f917401b-e5da-4641-a612-b1c238b1f100,3.667,3.0,1.333,3.25,4.0,3.25,3.333
12d84d87-e853-403a-8338-70ffa1173732,3.5,3.25,2.333,3.25,4.0,3.333,3.75
1dfa4d49-06c4-4406-8cdc-2c67ce27a695,4.0,3.25,3.25,3.5,4.25,3.25,4.0
fe5b3577-47e2-46bb-955a-d14ad844b7fa,3.667,3.25,3.0,3.0,4.0,3.25,4.25
35d1beff-688b-43d3-bdfd-4558f7ab7f52,3.5,3.0,3.0,3.5,4.25,3.0,4.0
0f26a6fd-b725-4d35-988d-46729ad4f6a2,3.333,3.75,2.5,3.5,4.25,3.0,4.0
bf83cf1d-8adb-4af9-95f3-b60a9b391389,3.25,3.25,2.75,3.75,4.25,3.0,4.25
9e23ff2d-c08f-4e22-adbc-8d2c5c8d2104,3.5,3.75,2.75,3.5,4.25,3.0,3.75
3d13c5f2-8a11-4a99-a50a-c2650eae4cb6,3.667,3.5,3.0,3.25,3.75,3.25,4.0
e9369a5b-891e-4827-8a12-24eafdbd1ee2,3.5,3.25,2.667,3.75,4.0,3.25,4.0
3bf648ac-0d8f-42b0-803e-606f44ae8c4e,3.5,3.25,3.0,3.0,4.0,3.333,4.0
50ff5145-88dc-4c8d-a21d-ed20bc4dc8e7,3.333,3.5,3.0,3.5,3.75,3.25,3.5
9dd1edaf-718f-4600-9b84-116b9c4fa6ec,3.25,3.25,3.0,3.0,4.0,3.0,3.5
c32facc7-dcb1-400a-9aeb-677987596799,3.5,2.75,2.75,3.0,4.0,3.0,3.25
1592e1c5-43a0-445d-8eff-d8a144b71741,3.5,3.0,2.75,3.75,4.25,2.75,3.5
6252a294-0d5b-472b-9924-d4622f03af64,3.5,3.75,2.0,3.25,3.5,3.333,3.667
22154791-9f7a-465f-8d57-70b8464eb23b,3.5,3.5,2.75,3.333,4.0,3.0,4.0
ddb331f1-9bbe-4c22-89cf-6bbd85afefd9,3.25,3.5,3.0,3.5,4.0,3.25,3.75
993d78b3-7fcd-461b-96a8-de3e89970a98,3.5,3.5,2.25,4.0,3.75,3.0,4.333
5de49307-8dba-4909-8dcb-30f5cee84f0c,3.75,3.5,4.0,3.5,3.75,3.5,4.25
83533d69-bf98-4826-a527-0c43dde5400f,3.5,3.5,1.75,3.333,4.0,3.0,4.25
69d997af-36a9-4471-8b94-590c059b6136,4.0,3.75,2.667,3.5,3.75,3.25,4.0
5856bbe2-7a7b-42a9-b4ae-0f4ef7af56f1,3.75,3.5,2.667,3.5,4.0,3.333,4.25
80f888f0-606f-40f4-902a-c0e008fdcd8e,3.5,3.333,2.25,3.25,4.0,3.25,3.5
07406572-896a-42fe-bbc1-126104622bf7,3.25,3.25,2.75,2.75,4.0,3.0,3.5
70c47691-1371-4e35-a663-e6ca6d46afdf,3.5,3.0,2.0,2.667,3.75,3.25,3.333
b2397556-2410-4644-a662-e11715f79e13,2.25,3.5,3.0,3.25,4.0,3.333,3.75
1daca683-79ad-4b36-8f23-f5d1ed9bf12f,3.25,3.333,2.25,3.25,3.25,3.333,4.0
6613e149-5a8d-44d9-a800-f674cb98dc41,3.5,3.25,2.25,3.25,4.5,2.75,3.5
2dd39cb7-7907-4a3c-a18c-6ba099881157,3.75,3.5,3.0,3.75,4.25,3.5,4.25
5e4f3a45-2d57-48b4-9f03-92486919e917,3.75,3.5,3.0,3.25,4.25,3.5,3.5
99cac0b5-21f0-4f7c-a90e-f420424795fb,3.75,3.25,3.5,3.333,3.75,3.25,4.0
4d9e45e5-eeee-4d20-9b47-08ceafd0f84f,3.5,3.0,2.5,2.667,4.0,3.0,3.75
9d61a77f-b299-45e3-bb33-db9f51328b80,3.5,3.5,3.25,3.5,4.0,3.5,4.25
b2690bd6-58d4-4f5c-b425-670cf3a4e94a,3.5,3.25,3.5,3.25,4.0,3.25,4.25
218c0c7b-e620-48e1-9206-7e6fec1cd6cc,3.25,3.25,3.0,3.25,4.0,3.333,3.5
d74a2062-b15b-4163-9443-2d92cf35cd2c,3.75,3.75,3.0,3.0,3.0,3.333,4.0
0ce10765-1665-4ffb-b944-362fceaba0df,3.5,3.0,1.667,2.75,4.0,3.333,3.75
e14cb0e5-2190-4c17-8f25-9b511df51ce7,3.75,4.0,3.25,3.5,3.75,3.25,4.25
11a596a4-56b3-4050-a549-e73713f9ada0,3.75,3.25,2.0,3.333,4.5,3.0,4.0
8d7edd1c-ba85-4d7e-b81f-9279dfac9d31,3.25,3.667,2.667,2.75,4.0,3.0,2.667
36d9f541-598a-4146-bf18-4badcd6054ff,3.0,3.5,2.5,2.5,3.5,3.0,4.0
ff4189eb-36f0-4e91-8680-360ae7106262,3.5,3.25,3.333,3.0,3.75,3.5,4.25
52b2cbc2-7016-413b-8c3f-1ba20934d539,3.0,3.25,2.75,3.5,4.25,3.25,3.5
82c09c8a-7413-4fe8-bd14-165577bf0e1a,3.5,3.25,2.75,3.25,4.5,3.333,3.75
2baa0aa9-e74a-460e-ad7e-1ca47ebb11b4,3.5,3.5,3.0,3.75,4.25,3.25,3.75
a55b80c5-5359-4ac0-b21f-2b8338f32658,3.5,3.0,2.5,3.75,4.25,3.0,2.667
b6c3fc22-3ac2-4de2-b98d-37dfcc2d751f,4.0,3.25,3.0,3.5,4.0,3.333,3.75
697094fc-f498-4196-a591-26f41ad7f9e1,3.0,2.75,2.75,3.667,4.0,3.333,3.75
4fddffc5-5a78-44bc-aab3-00b48490a598,3.5,3.25,2.0,3.5,3.75,3.333,3.25
f7f323af-e79b-402a-a3a3-d2a8f7b94728,4.333,3.5,2.75,3.5,4.25,3.333,4.0
6c70c105-623d-4e58-b635-6a1539270ce0,3.0,3.0,2.75,3.0,4.0,3.25,3.75
b7145561-6c99-4530-887a-64f4eaee6242,3.333,3.0,2.0,3.25,4.5,3.333,3.75
4177bf52-4dbf-4cac-aa87-d5009c10f94f,3.5,3.25,2.0,3.333,3.75,3.0,3.75
059599ce-6ed4-4daa-a731-a9749eada7f1,3.5,3.0,3.0,3.25,4.25,3.25,4.0
ccbb60cb-3c44-4e7c-ad5a-5f9f73aec70b,3.5,3.25,3.5,3.0,4.5,3.25,3.75
31c24887-ea76-4ae5-89f4-fb8301b394d8,3.5,3.0,2.5,3.75,4.25,3.25,3.5
29a775d3-34fc-4bb3-bea8-83600885bb7a,3.0,2.75,2.25,3.5,3.75,2.75,3.5
bb93d09b-2d10-4610-b765-f5bcb5012c5a,3.5,3.25,1.75,3.333,3.667,3.333,3.75
799ad597-79c6-46a0-ac42-67472bc6ab07,3.5,3.75,3.25,3.5,4.25,3.25,4.25
017468be-186f-4668-893a-3f23bb4a0f2a,3.75,3.25,2.75,4.0,4.0,3.25,4.25
22d724b5-2cb2-4a43-987d-480dda21c96c,4.0,3.5,2.75,3.0,3.25,3.25,4.0
88d60628-46b0-46b2-b64e-0b944e1bce82,3.25,4.0,2.25,3.25,4.0,3.0,3.5
f84d8c13-4fce-49db-a7f6-d3a627b4e061,3.25,3.0,2.75,3.25,4.0,3.25,3.5
410f79a7-66e0-44c2-addc-3d0d1d3e3780,3.75,3.75,2.333,3.0,4.0,3.5,4.25
d51c3993-341c-4900-aafc-4bc79d31d60a,3.25,3.0,2.75,3.5,4.25,3.0,3.5
eff5cdef-47ce-4c28-83cc-80877da7ff6f,3.5,3.25,2.5,3.0,4.25,3.25,3.25
1d221778-b3d8-477f-82b1-f9de8139866c,3.5,3.25,2.0,3.25,4.25,3.0,3.5
81ed2dca-0792-4e39-9f28-acca7073c160,2.667,3.25,3.333,3.5,4.0,3.333,4.0
b1cf85ad-6dfd-493c-b769-d14474d544b2,3.25,3.5,2.0,3.0,4.0,3.25,4.0
843b1dc8-02ad-47f3-afaa-96c577797e5e,3.75,3.5,3.25,3.5,4.25,3.25,4.25
c46bc4c6-2e85-4c66-8def-fe38895b6a66,3.0,2.75,2.25,3.75,4.25,2.75,3.25
cab401dd-11a1-4d89-bee9-c33dbea66802,3.5,4.0,3.25,3.5,4.0,3.333,4.25
d3eff3c0-cfc3-42a5-887e-1e204bf5db2c,3.75,3.25,2.25,2.75,3.25,3.0,4.0
8fc26a74-fd12-4688-ac5e-5bd68ca7a80e,3.0,3.25,3.333,3.25,4.5,3.333,4.0
5a2d2566-dcac-47f2-9248-5cd970d6d2ac,3.75,3.25,2.75,3.25,4.25,3.25,3.75
af649bf7-32ed-4bd2-a81f-2baefd5ff1b8,3.75,3.0,2.75,3.0,3.5,3.25,3.75
29992a26-b809-40a1-97a1-e9901790cca9,3.5,3.25,2.333,3.25,4.0,3.0,4.0
a58a789d-1a60-472e-8313-bfa0efee7d3c,3.5,3.667,2.75,3.5,4.25,3.333,3.75
6bcc6c1b-d74f-4c8e-8a9b-97ac2c4d27a7,3.25,4.0,3.5,3.0,3.75,3.25,4.25
8c53369f-c275-4a6d-b016-f0ece172ca96,3.5,3.25,3.0,3.5,4.0,3.0,2.333
de7da417-706f-4c6d-90d9-4ee7593c4c9a,3.667,3.75,2.5,3.75,4.25,3.25,4.25
eacdd7a9-e2cf-4cca-b225-4b5198a92146,3.333,3.25,2.25,3.25,3.75,3.333,3.75
8b9b8eec-86d0-4ed4-8cf8-bbd7749ced57,3.667,3.333,2.75,3.75,4.0,3.0,4.0
234e63c5-eb5f-4bf8-8db2-a92542a9e7d1,3.75,3.25,2.25,3.0,3.5,3.333,4.0
053927dc-d368-4b62-92cf-f97124f3777d,3.75,3.333,3.333,3.75,4.0,3.333,4.25
edd03f13-45d2-427c-b291-43fbf27872e5,3.25,3.5,3.0,3.25,4.0,3.333,4.0
39d14cd4-0d2a-4943-b6b3-41dcdf46451a,3.5,3.0,2.5,2.5,3.5,3.25,3.75
e856ca3c-126f-4d32-ac69-8706e5a964a3,3.0,3.0,2.5,3.5,4.25,3.75,4.0
0c88baa5-aa4b-46a0-9270-06d174d6db72,3.75,3.5,3.25,3.75,4.0,3.25,4.25
cba3f414-1ec0-4cb4-8f98-3bf61c0f70e3,3.333,3.5,2.0,3.25,3.75,3.25,3.25
7e7b9087-0385-4882-bc36-8cfe97f3c928,3.75,3.25,2.75,3.25,3.75,3.5,4.25
7cac78f9-8867-4c65-8844-8946cb4dde96,3.667,3.25,2.667,3.5,4.25,2.5,3.5
186af639-1784-4929-bf29-fce3bb8e3201,3.25,3.667,2.25,2.667,3.0,3.25,3.0
00b1bf16-7713-46bd-9a92-9d9f55e8b85c,3.75,3.25,2.75,3.5,4.0,3.333,4.25
eaa8b152-cd19-4d0b-a28e-4b53660b1cf0,2.5,2.75,2.75,3.25,4.5,3.25,3.25
274255d7-ce83-47b3-a09f-84d51fc82ff3,3.5,3.5,2.75,3.5,4.25,3.25,3.75
77ee73a9-cfd1-4329-98fe-585aaad13476,3.5,3.25,3.0,3.75,4.0,3.25,4.25
a0c01d31-533a-4935-b619-7babecdff8b4,3.5,3.75,3.25,3.0,2.25,3.5,4.25
c3cd3a54-0ace-4339-ae03-9f7da648a1e6,3.5,4.0,3.0,3.5,4.0,3.25,4.0
63e7e2df-1ae4-4c7f-a313-260ec11083ab,3.0,3.25,2.25,3.5,4.0,3.0,4.25
a830d241-828b-44a8-adf0-acfce4d1f727,3.5,3.5,2.5,3.5,4.0,3.333,3.75
b65c23cf-a63f-4e29-ae71-a3f719637d00,3.5,3.25,3.0,3.25,4.25,3.25,4.0
3e616c18-0dab-4487-92e2-5678f4278d17,3.75,3.5,2.5,3.0,3.5,3.333,3.5
c8c1b973-9b5d-443e-8721-b729f453201b,3.25,3.5,3.25,2.0,2.5,3.25,4.25
d19a49b0-80bc-4067-be4a-a091cddfb679,3.5,3.25,2.333,3.0,4.25,3.25,3.75
897a295f-b494-44ee-be88-af25f7f7a7e2,3.0,3.25,2.5,3.5,4.25,3.25,3.75
a25802bd-93c7-47ae-a93d-0b795b21c22a,3.75,3.25,2.667,3.5,4.0,3.25,4.0
663d1fcf-bf9e-42f9-808b-6403d592f3cf,3.25,3.25,2.5,4.0,4.0,3.25,3.75
f9c526ec-daf2-4617-b5fc-4d88e642101b,3.5,3.25,2.25,3.5,4.0,2.75,3.5
533ec84e-d1b2-423e-83af-6ac67b8e5eac,3.25,3.5,2.75,3.0,4.0,3.25,3.75
24027aa7-963f-47f8-a816-674e9c4ef9ce,3.75,3.25,3.0,4.0,4.25,3.0,4.25
252a9d5c-2353-472f-8519-6e3bcc3e1a69,3.75,3.0,3.0,3.333,4.25,3.25,3.0
0b717d99-c587-43a6-a693-cfab0e42b012,3.5,3.5,3.25,3.0,4.0,3.25,3.75
a8239f73-691e-45ae-b4e3-b4f93c776b85,3.5,3.25,2.5,3.5,4.25,3.333,4.0
b865cc3d-9f11-4120-bb56-f70fe1f67ffd,3.5,3.25,3.5,3.0,4.25,3.25,3.75
c118cd6e-0215-48a7-a130-ff603ada8f71,4.0,3.25,3.0,4.0,4.0,3.25,4.25
ba95fa78-931d-41eb-94f0-5f775ed3cd2e,3.5,3.5,3.5,3.75,4.0,3.25,4.25
db26408f-933d-4e24-9900-9dc5cd0188e2,3.333,3.25,2.5,2.667,3.75,3.25,3.5
484700cf-af17-44d2-a767-ffb779f3eb8b,3.25,3.0,2.667,4.0,4.25,3.0,3.25
1bf2c962-b90f-403b-a895-b6ba18a87318,3.5,3.75,2.667,3.0,4.0,3.25,3.5
6086e41e-6170-4f3d-ba5c-3ba579021e45,3.75,3.5,3.333,3.5,4.0,3.25,4.333
b3ff17d5-f5ef-4928-8406-d3495ffa056f,3.5,3.25,2.75,3.0,4.25,3.25,4.0
3c59a3a5-f51d-498f-9d63-3eaf899e934d,3.25,3.25,3.0,3.25,4.0,3.25,3.75
4f62c2e3-b411-4b30-ac71-28869dd39826,3.25,3.5,2.75,3.25,4.0,3.25,3.25
a5eb3723-0c27-467b-a75a-9eeb0a39d003,3.25,3.75,3.0,3.0,4.0,3.333,4.0
1b4db855-f1ed-44e1-8f46-e2924a01b93f,3.5,3.25,2.75,3.333,4.0,3.333,4.0
12707493-557b-40de-8009-16e3c4862b0f,3.667,3.75,3.0,3.75,4.0,3.25,4.25
88e19077-6044-41dc-bf65-f38cd543c326,3.0,3.333,3.25,3.0,3.5,3.5,3.75
6cf24386-ea9b-4993-9c0f-11e021bcaf9b,3.5,3.25,3.0,3.25,4.0,3.333,4.0
215405bb-f6f3-41ec-82e8-2dffbfa67bb1,3.25,3.25,3.0,3.25,4.0,3.0,3.75
341d7540-4f31-478a-9769-2cf2ad8e28d3,3.667,3.25,3.25,3.5,4.0,3.0,4.25
f78fa4e4-fd3d-4db3-aaf8-a5e524006de3,3.5,3.333,2.25,3.5,4.25,3.0,4.0
9ec382b6-5ec5-4b7a-8200-e9333c50fa8a,3.0,3.5,2.0,3.75,4.0,3.333,3.75
ef469d3d-e4d7-4e91-8b74-25e88ee15bf7,3.75,3.0,2.25,3.75,4.25,3.0,2.333
d5a82abb-0817-4686-8633-09e0c4297688,3.667,3.0,2.75,3.25,4.0,3.25,3.25
6941b4ed-2c50-4612-8f0c-caf85c62bb5e,3.0,3.5,2.25,4.0,4.25,3.25,4.0
08167d87-caab-4668-8bf6-66e43058e3c5,3.5,3.25,2.25,3.5,3.5,3.0,3.5
368e7d5e-0c68-43f6-af77-bb5110162265,3.25,4.0,2.25,3.333,4.0,3.25,4.25
1da3d70a-83bc-4127-ba58-a7e7db137af0,3.5,3.5,3.0,3.0,4.0,3.0,3.5
12ef44d7-d62d-4859-8ec6-1afbe11b3c00,3.75,3.25,3.0,2.667,4.0,3.25,3.75
c808f07c-6141-444f-9bd3-1b606b05d1bb,3.667,3.333,3.333,3.0,3.75,3.333,4.0
675027ce-b005-4858-be4d-c3cdf3f01bba,3.667,3.5,3.0,3.0,3.333,3.333,4.0
c21024d3-f110-4fc8-8d81-7e291be6503d,3.333,3.25,3.333,3.333,4.25,3.5,4.0
e797e58e-f6b3-482a-8a01-f7e25012e5f8,3.25,3.25,2.25,3.75,4.25,3.25,3.75
62981116-f271-41e4-a9fa-d8d8fea418f5,3.25,3.25,3.0,3.0,3.75,3.333,3.5
379974f9-9dbd-4189-a4f5-330ff12a0b52,3.5,3.5,2.75,3.75,4.0,3.25,4.5
d81df4b2-b645-4aa5-9980-3df7f477b7e6,3.75,3.333,3.5,3.5,3.75,3.333,4.25
