persona_id,question,answer
4b382861-4343-449e-b30b-a3ac946760d4,"Whenever I feel worried about something, I want to share my concern with another person.",Agree
4b382861-4343-449e-b30b-a3ac946760d4,I would like to be seen driving around in a very expensive car.,Neutral
4b382861-4343-449e-b30b-a3ac946760d4,I think of myself as a somewhat eccentric person.,Neutral
4b382861-4343-449e-b30b-a3ac946760d4,I don’t allow my impulses to govern my behavior.,Strongly Agree
4b382861-4343-449e-b30b-a3ac946760d4,Most people tend to get angry more quickly than I do.,Agree
4b382861-4343-449e-b30b-a3ac946760d4,People often tell me that I should try to cheer up.,Neutral
4b382861-4343-449e-b30b-a3ac946760d4,I feel strong emotions when someone close to me is going away for a long time.,Agree
4b382861-4343-449e-b30b-a3ac946760d4,I think that I am entitled to more respect than the average person is.,Agree
4b382861-4343-449e-b30b-a3ac946760d4,Sometimes I like to just watch the wind as it blows through the trees.,Agree
4b382861-4343-449e-b30b-a3ac946760d4,"When working, I sometimes have difficulties due to being disorganized.",Agree
4b382861-4343-449e-b30b-a3ac946760d4,I find it hard to fully forgive someone who has done something mean to me.,Agree
4b382861-4343-449e-b30b-a3ac946760d4,I sometimes feel that I am a worthless person.,Neutral
4b382861-4343-449e-b30b-a3ac946760d4,Even in an emergency I wouldn't feel like panicking.,Strongly Agree
4b382861-4343-449e-b30b-a3ac946760d4,I wouldn't pretend to like someone just to get that person to do favors for me.,Agree
4b382861-4343-449e-b30b-a3ac946760d4,I’ve never really enjoyed looking through an encyclopedia.,Agree
4b382861-4343-449e-b30b-a3ac946760d4,I do only the minimum amount of work needed to get by.,Disagree
4b382861-4343-449e-b30b-a3ac946760d4,"Even when people make a lot of mistakes, I rarely say anything negative.",Agree
4b382861-4343-449e-b30b-a3ac946760d4,I tend to feel quite self-conscious when speaking in front of a group of people.,Neutral
4b382861-4343-449e-b30b-a3ac946760d4,I get very anxious when waiting to hear about an important decision.,Agree
4b382861-4343-449e-b30b-a3ac946760d4,"I’d be tempted to use counterfeit money, if I were sure I could get away with it.",Strongly Disagree
4b382861-4343-449e-b30b-a3ac946760d4,I don't think of myself as the artistic or creative type.,Neutral
4b382861-4343-449e-b30b-a3ac946760d4,People often call me a perfectionist.,Agree
4b382861-4343-449e-b30b-a3ac946760d4,I find it hard to compromise with people when I really think I’m right.,Agree
4b382861-4343-449e-b30b-a3ac946760d4,The first thing that I always do in a new place is to make friends.,Neutral
4b382861-4343-449e-b30b-a3ac946760d4,I rarely discuss my problems with other people.,Agree
4b382861-4343-449e-b30b-a3ac946760d4,I would get a lot of pleasure from owning expensive luxury goods.,Neutral
4b382861-4343-449e-b30b-a3ac946760d4,I find it boring to discuss philosophy.,Neutral
4b382861-4343-449e-b30b-a3ac946760d4,"I prefer to do whatever comes to mind, rather than stick to a plan.",Neutral
4b382861-4343-449e-b30b-a3ac946760d4,I find it hard to keep my temper when people insult me.,Agree
4b382861-4343-449e-b30b-a3ac946760d4,Most people are more upbeat and dynamic than I generally am.,Agree
4b382861-4343-449e-b30b-a3ac946760d4,I remain unemotional even in situations where most people get very sentimental.,Agree
4b382861-4343-449e-b30b-a3ac946760d4,I want people to know that I am an important person of high status.,Neutral
4b382861-4343-449e-b30b-a3ac946760d4,I have sympathy for people who are less fortunate than I am.,Agree
4b382861-4343-449e-b30b-a3ac946760d4,I try to give generously to those in need.,Agree
4b382861-4343-449e-b30b-a3ac946760d4,It wouldn’t bother me to harm someone I didn’t like.,Strongly Disagree
4b382861-4343-449e-b30b-a3ac946760d4,People see me as a hard-hearted person.,Disagree
f2e83cdd-28b3-42fe-9d17-31258d7e2b7f,I would be quite bored by a visit to an art gallery.,Neutral
f2e83cdd-28b3-42fe-9d17-31258d7e2b7f,I clean my office or home quite frequently.,Agree
f2e83cdd-28b3-42fe-9d17-31258d7e2b7f,"I rarely hold a grudge, even against people who have badly wronged me.",Agree
f2e83cdd-28b3-42fe-9d17-31258d7e2b7f,I feel reasonably satisfied with myself overall.,Agree
f2e83cdd-28b3-42fe-9d17-31258d7e2b7f,I would feel afraid if I had to travel in bad weather conditions.,Agree
f2e83cdd-28b3-42fe-9d17-31258d7e2b7f,"If I want something from a person I dislike, I will act very nicely toward that person in order to get it.",Agree
f2e83cdd-28b3-42fe-9d17-31258d7e2b7f,I'm interested in learning about the history and politics of other countries.,Agree
f2e83cdd-28b3-42fe-9d17-31258d7e2b7f,"When working, I often set ambitious goals for myself.",Strongly Agree
f2e83cdd-28b3-42fe-9d17-31258d7e2b7f,People sometimes tell me that I am too critical of others.,Neutral
f2e83cdd-28b3-42fe-9d17-31258d7e2b7f,I rarely express my opinions in group meetings.,Agree
f2e83cdd-28b3-42fe-9d17-31258d7e2b7f,I sometimes can't help worrying about little things.,Agree
f2e83cdd-28b3-42fe-9d17-31258d7e2b7f,"If I knew that I could never get caught, I would be willing to steal a million dollars.",Strongly Disagree
f2e83cdd-28b3-42fe-9d17-31258d7e2b7f,I would like a job that requires following a routine rather than being creative.,Agree
f2e83cdd-28b3-42fe-9d17-31258d7e2b7f,I often check my work over repeatedly to find any mistakes.,Agree
f2e83cdd-28b3-42fe-9d17-31258d7e2b7f,People sometimes tell me that I'm too stubborn.,Agree
f2e83cdd-28b3-42fe-9d17-31258d7e2b7f,"I avoid making ""small talk"" with people.",Neutral
f2e83cdd-28b3-42fe-9d17-31258d7e2b7f,"When I suffer from a painful experience, I need someone to make me feel comfortable.",Agree
f2e83cdd-28b3-42fe-9d17-31258d7e2b7f,Having a lot of money is not especially important to me.,Neutral
f2e83cdd-28b3-42fe-9d17-31258d7e2b7f,I think that paying attention to radical ideas is a waste of time.,Disagree
f2e83cdd-28b3-42fe-9d17-31258d7e2b7f,I make decisions based on the feeling of the moment rather than on careful thought.,Disagree
f2e83cdd-28b3-42fe-9d17-31258d7e2b7f,People think of me as someone who has a quick temper.,Neutral
f2e83cdd-28b3-42fe-9d17-31258d7e2b7f,I am energetic nearly all the time.,Agree
f2e83cdd-28b3-42fe-9d17-31258d7e2b7f,I feel like crying when I see other people crying.,Agree
f2e83cdd-28b3-42fe-9d17-31258d7e2b7f,I am an ordinary person who is no better than others.,Agree
f2e83cdd-28b3-42fe-9d17-31258d7e2b7f,I wouldn't spend my time reading a book of poetry.,Neutral
f2e83cdd-28b3-42fe-9d17-31258d7e2b7f,"I plan ahead and organize things, to avoid scrambling at the last minute.",Strongly Agree
f2e83cdd-28b3-42fe-9d17-31258d7e2b7f,"My attitude toward people who have treated me badly is ""forgive and forget"".",Agree
f2e83cdd-28b3-42fe-9d17-31258d7e2b7f,I think that most people like some aspects of my personality.,Agree
f2e83cdd-28b3-42fe-9d17-31258d7e2b7f,I don’t mind doing jobs that involve dangerous work.,Agree
f2e83cdd-28b3-42fe-9d17-31258d7e2b7f,"I wouldn't use flattery to get a raise or promotion at work, even if I thought it would succeed.",Agree
f2e83cdd-28b3-42fe-9d17-31258d7e2b7f,I enjoy looking at maps of different places.,Agree
f2e83cdd-28b3-42fe-9d17-31258d7e2b7f,I often push myself very hard when trying to achieve a goal.,Agree
f2e83cdd-28b3-42fe-9d17-31258d7e2b7f,I generally accept people’s faults without complaining about them.,Agree
f2e83cdd-28b3-42fe-9d17-31258d7e2b7f,"In social situations, I'm usually the one who makes the first move.",Agree
f2e83cdd-28b3-42fe-9d17-31258d7e2b7f,I worry a lot less than most people do.,Agree
f2e83cdd-28b3-42fe-9d17-31258d7e2b7f,I would be tempted to buy stolen property if I were financially tight.,Strongly Disagree
f2e83cdd-28b3-42fe-9d17-31258d7e2b7f,"I would enjoy creating a work of art, such as a novel, a song, or a painting.",Agree
f2e83cdd-28b3-42fe-9d17-31258d7e2b7f,"When working on something, I don't pay much attention to small details.",Disagree
f2e83cdd-28b3-42fe-9d17-31258d7e2b7f,I am usually quite flexible in my opinions when people disagree with me.,Agree
f2e83cdd-28b3-42fe-9d17-31258d7e2b7f,I enjoy having lots of people around to talk with.,Agree
f2e83cdd-28b3-42fe-9d17-31258d7e2b7f,I can handle difficult situations without needing emotional support from anyone else.,Agree
f2e83cdd-28b3-42fe-9d17-31258d7e2b7f,"I would like to live in a very expensive, high-class neighborhood.",Neutral
f2e83cdd-28b3-42fe-9d17-31258d7e2b7f,I like people who have unconventional views.,Agree
f2e83cdd-28b3-42fe-9d17-31258d7e2b7f,I make a lot of mistakes because I don't think before I act.,Agree
f2e83cdd-28b3-42fe-9d17-31258d7e2b7f,"I rarely feel anger, even when people treat me quite badly.",Agree
f2e83cdd-28b3-42fe-9d17-31258d7e2b7f,"On most days, I feel cheerful and optimistic.",Agree
f2e83cdd-28b3-42fe-9d17-31258d7e2b7f,"When someone I know well is unhappy, I can almost feel that person's pain myself.",Agree
f2e83cdd-28b3-42fe-9d17-31258d7e2b7f,I wouldn’t want people to treat me as though I were superior to them.,Agree
f2e83cdd-28b3-42fe-9d17-31258d7e2b7f,"If I had the opportunity, I would like to attend a classical music concert.",Agree
f2e83cdd-28b3-42fe-9d17-31258d7e2b7f,People often joke with me about the messiness of my room or desk.,Agree
f2e83cdd-28b3-42fe-9d17-31258d7e2b7f,"If someone has cheated me once, I will always feel suspicious of that person.",Agree
f2e83cdd-28b3-42fe-9d17-31258d7e2b7f,I feel that I am an unpopular person.,Neutral
f2e83cdd-28b3-42fe-9d17-31258d7e2b7f,"When it comes to physical danger, I am very fearful.",Disagree
f2e83cdd-28b3-42fe-9d17-31258d7e2b7f,"If I want something from someone, I will laugh at that person's worst jokes.",Agree
f2e83cdd-28b3-42fe-9d17-31258d7e2b7f,I would be very bored by a book about the history of science and technology.,Neutral
f2e83cdd-28b3-42fe-9d17-31258d7e2b7f,"Often when I set a goal, I end up quitting without having reached it.",Agree
f2e83cdd-28b3-42fe-9d17-31258d7e2b7f,I tend to be lenient in judging other people.,Agree
f2e83cdd-28b3-42fe-9d17-31258d7e2b7f,"When I'm in a group of people, I'm often the one who speaks on behalf of the group.",Agree
f2e83cdd-28b3-42fe-9d17-31258d7e2b7f,"I rarely, if ever, have trouble sleeping due to stress or anxiety.",Agree
f2e83cdd-28b3-42fe-9d17-31258d7e2b7f,"I would never accept a bribe, even if it were very large.",Strongly Agree
f2e83cdd-28b3-42fe-9d17-31258d7e2b7f,People have often told me that I have a good imagination.,Agree
f2e83cdd-28b3-42fe-9d17-31258d7e2b7f,"I always try to be accurate in my work, even at the expense of time.",Strongly Agree
f2e83cdd-28b3-42fe-9d17-31258d7e2b7f,"When people tell me that I’m wrong, my first reaction is to argue with them.",Neutral
f2e83cdd-28b3-42fe-9d17-31258d7e2b7f,I prefer jobs that involve active social interaction to those that involve working alone.,Strongly Agree
f2e83cdd-28b3-42fe-9d17-31258d7e2b7f,"Whenever I feel worried about something, I want to share my concern with another person.",Agree
f2e83cdd-28b3-42fe-9d17-31258d7e2b7f,I would like to be seen driving around in a very expensive car.,Neutral
f2e83cdd-28b3-42fe-9d17-31258d7e2b7f,I think of myself as a somewhat eccentric person.,Neutral
f2e83cdd-28b3-42fe-9d17-31258d7e2b7f,I don’t allow my impulses to govern my behavior.,Strongly Agree
f2e83cdd-28b3-42fe-9d17-31258d7e2b7f,Most people tend to get angry more quickly than I do.,Agree
f2e83cdd-28b3-42fe-9d17-31258d7e2b7f,People often tell me that I should try to cheer up.,Neutral
f2e83cdd-28b3-42fe-9d17-31258d7e2b7f,I feel strong emotions when someone close to me is going away for a long time.,Agree
f2e83cdd-28b3-42fe-9d17-31258d7e2b7f,I think that I am entitled to more respect than the average person is.,Agree
f2e83cdd-28b3-42fe-9d17-31258d7e2b7f,Sometimes I like to just watch the wind as it blows through the trees.,Agree
f2e83cdd-28b3-42fe-9d17-31258d7e2b7f,"When working, I sometimes have difficulties due to being disorganized.",Agree
f2e83cdd-28b3-42fe-9d17-31258d7e2b7f,I find it hard to fully forgive someone who has done something mean to me.,Agree
f2e83cdd-28b3-42fe-9d17-31258d7e2b7f,I sometimes feel that I am a worthless person.,Neutral
f2e83cdd-28b3-42fe-9d17-31258d7e2b7f,Even in an emergency I wouldn't feel like panicking.,Strongly Agree
f2e83cdd-28b3-42fe-9d17-31258d7e2b7f,I wouldn't pretend to like someone just to get that person to do favors for me.,Strongly Agree
f2e83cdd-28b3-42fe-9d17-31258d7e2b7f,I’ve never really enjoyed looking through an encyclopedia.,Agree
f2e83cdd-28b3-42fe-9d17-31258d7e2b7f,I do only the minimum amount of work needed to get by.,Disagree
f2e83cdd-28b3-42fe-9d17-31258d7e2b7f,"Even when people make a lot of mistakes, I rarely say anything negative.",Agree
f2e83cdd-28b3-42fe-9d17-31258d7e2b7f,I tend to feel quite self-conscious when speaking in front of a group of people.,Agree
f2e83cdd-28b3-42fe-9d17-31258d7e2b7f,I get very anxious when waiting to hear about an important decision.,Agree
f2e83cdd-28b3-42fe-9d17-31258d7e2b7f,"I’d be tempted to use counterfeit money, if I were sure I could get away with it.",Strongly Disagree
f2e83cdd-28b3-42fe-9d17-31258d7e2b7f,I don't think of myself as the artistic or creative type.,Neutral
f2e83cdd-28b3-42fe-9d17-31258d7e2b7f,People often call me a perfectionist.,Agree
f2e83cdd-28b3-42fe-9d17-31258d7e2b7f,I find it hard to compromise with people when I really think I’m right.,Agree
f2e83cdd-28b3-42fe-9d17-31258d7e2b7f,The first thing that I always do in a new place is to make friends.,Agree
f2e83cdd-28b3-42fe-9d17-31258d7e2b7f,I rarely discuss my problems with other people.,Agree
f2e83cdd-28b3-42fe-9d17-31258d7e2b7f,I would get a lot of pleasure from owning expensive luxury goods.,Disagree
f2e83cdd-28b3-42fe-9d17-31258d7e2b7f,I find it boring to discuss philosophy.,Neutral
f2e83cdd-28b3-42fe-9d17-31258d7e2b7f,"I prefer to do whatever comes to mind, rather than stick to a plan.",Neutral
f2e83cdd-28b3-42fe-9d17-31258d7e2b7f,I find it hard to keep my temper when people insult me.,Agree
f2e83cdd-28b3-42fe-9d17-31258d7e2b7f,Most people are more upbeat and dynamic than I generally am.,Agree
f2e83cdd-28b3-42fe-9d17-31258d7e2b7f,I remain unemotional even in situations where most people get very sentimental.,Agree
f2e83cdd-28b3-42fe-9d17-31258d7e2b7f,I want people to know that I am an important person of high status.,Neutral
f2e83cdd-28b3-42fe-9d17-31258d7e2b7f,I have sympathy for people who are less fortunate than I am.,Agree
f2e83cdd-28b3-42fe-9d17-31258d7e2b7f,I try to give generously to those in need.,Agree
f2e83cdd-28b3-42fe-9d17-31258d7e2b7f,It wouldn’t bother me to harm someone I didn’t like.,Strongly Disagree
f2e83cdd-28b3-42fe-9d17-31258d7e2b7f,People see me as a hard-hearted person.,Neutral
d2db2a8a-9ae3-473e-b0c3-a3d429df400e,I would be quite bored by a visit to an art gallery.,Neutral
d2db2a8a-9ae3-473e-b0c3-a3d429df400e,I clean my office or home quite frequently.,Agree
d2db2a8a-9ae3-473e-b0c3-a3d429df400e,"I rarely hold a grudge, even against people who have badly wronged me.",Agree
d2db2a8a-9ae3-473e-b0c3-a3d429df400e,I feel reasonably satisfied with myself overall.,Agree
d2db2a8a-9ae3-473e-b0c3-a3d429df400e,I would feel afraid if I had to travel in bad weather conditions.,Agree
d2db2a8a-9ae3-473e-b0c3-a3d429df400e,"If I want something from a person I dislike, I will act very nicely toward that person in order to get it.",Agree
d2db2a8a-9ae3-473e-b0c3-a3d429df400e,I'm interested in learning about the history and politics of other countries.,Agree
d2db2a8a-9ae3-473e-b0c3-a3d429df400e,"When working, I often set ambitious goals for myself.",Strongly Agree
d2db2a8a-9ae3-473e-b0c3-a3d429df400e,People sometimes tell me that I am too critical of others.,Neutral
d2db2a8a-9ae3-473e-b0c3-a3d429df400e,I rarely express my opinions in group meetings.,Neutral
d2db2a8a-9ae3-473e-b0c3-a3d429df400e,I sometimes can't help worrying about little things.,Agree
d2db2a8a-9ae3-473e-b0c3-a3d429df400e,"If I knew that I could never get caught, I would be willing to steal a million dollars.",Disagree
d2db2a8a-9ae3-473e-b0c3-a3d429df400e,I would like a job that requires following a routine rather than being creative.,Agree
d2db2a8a-9ae3-473e-b0c3-a3d429df400e,I often check my work over repeatedly to find any mistakes.,Agree
d2db2a8a-9ae3-473e-b0c3-a3d429df400e,People sometimes tell me that I'm too stubborn.,Agree
d2db2a8a-9ae3-473e-b0c3-a3d429df400e,"I avoid making ""small talk"" with people.",Neutral
d2db2a8a-9ae3-473e-b0c3-a3d429df400e,"When I suffer from a painful experience, I need someone to make me feel comfortable.",Agree
d2db2a8a-9ae3-473e-b0c3-a3d429df400e,Having a lot of money is not especially important to me.,Neutral
d2db2a8a-9ae3-473e-b0c3-a3d429df400e,I think that paying attention to radical ideas is a waste of time.,Disagree
d2db2a8a-9ae3-473e-b0c3-a3d429df400e,I make decisions based on the feeling of the moment rather than on careful thought.,Disagree
d2db2a8a-9ae3-473e-b0c3-a3d429df400e,People think of me as someone who has a quick temper.,Neutral
d2db2a8a-9ae3-473e-b0c3-a3d429df400e,I am energetic nearly all the time.,Agree
d2db2a8a-9ae3-473e-b0c3-a3d429df400e,I feel like crying when I see other people crying.,Agree
d2db2a8a-9ae3-473e-b0c3-a3d429df400e,I am an ordinary person who is no better than others.,Agree
d2db2a8a-9ae3-473e-b0c3-a3d429df400e,I wouldn't spend my time reading a book of poetry.,Neutral
d2db2a8a-9ae3-473e-b0c3-a3d429df400e,"I plan ahead and organize things, to avoid scrambling at the last minute.",Strongly Agree
d2db2a8a-9ae3-473e-b0c3-a3d429df400e,"My attitude toward people who have treated me badly is ""forgive and forget"".",Agree
d2db2a8a-9ae3-473e-b0c3-a3d429df400e,I think that most people like some aspects of my personality.,Agree
d2db2a8a-9ae3-473e-b0c3-a3d429df400e,I don’t mind doing jobs that involve dangerous work.,Agree
d2db2a8a-9ae3-473e-b0c3-a3d429df400e,"I wouldn't use flattery to get a raise or promotion at work, even if I thought it would succeed.",Agree
d2db2a8a-9ae3-473e-b0c3-a3d429df400e,I enjoy looking at maps of different places.,Agree
d2db2a8a-9ae3-473e-b0c3-a3d429df400e,I often push myself very hard when trying to achieve a goal.,Agree
d2db2a8a-9ae3-473e-b0c3-a3d429df400e,I generally accept people’s faults without complaining about them.,Agree
d2db2a8a-9ae3-473e-b0c3-a3d429df400e,"In social situations, I'm usually the one who makes the first move.",Agree
d2db2a8a-9ae3-473e-b0c3-a3d429df400e,I worry a lot less than most people do.,Agree
d2db2a8a-9ae3-473e-b0c3-a3d429df400e,I would be tempted to buy stolen property if I were financially tight.,Strongly Disagree
d2db2a8a-9ae3-473e-b0c3-a3d429df400e,"I would enjoy creating a work of art, such as a novel, a song, or a painting.",Agree
d2db2a8a-9ae3-473e-b0c3-a3d429df400e,"When working on something, I don't pay much attention to small details.",Disagree
d2db2a8a-9ae3-473e-b0c3-a3d429df400e,I am usually quite flexible in my opinions when people disagree with me.,Agree
d2db2a8a-9ae3-473e-b0c3-a3d429df400e,I enjoy having lots of people around to talk with.,Agree
d2db2a8a-9ae3-473e-b0c3-a3d429df400e,I can handle difficult situations without needing emotional support from anyone else.,Agree
d2db2a8a-9ae3-473e-b0c3-a3d429df400e,"I would like to live in a very expensive, high-class neighborhood.",Neutral
d2db2a8a-9ae3-473e-b0c3-a3d429df400e,I like people who have unconventional views.,Agree
d2db2a8a-9ae3-473e-b0c3-a3d429df400e,I make a lot of mistakes because I don't think before I act.,Agree
d2db2a8a-9ae3-473e-b0c3-a3d429df400e,"I rarely feel anger, even when people treat me quite badly.",Agree
d2db2a8a-9ae3-473e-b0c3-a3d429df400e,"On most days, I feel cheerful and optimistic.",Agree
d2db2a8a-9ae3-473e-b0c3-a3d429df400e,"When someone I know well is unhappy, I can almost feel that person's pain myself.",Agree
d2db2a8a-9ae3-473e-b0c3-a3d429df400e,I wouldn’t want people to treat me as though I were superior to them.,Agree
d2db2a8a-9ae3-473e-b0c3-a3d429df400e,"If I had the opportunity, I would like to attend a classical music concert.",Neutral
d2db2a8a-9ae3-473e-b0c3-a3d429df400e,People often joke with me about the messiness of my room or desk.,Agree
d2db2a8a-9ae3-473e-b0c3-a3d429df400e,"If someone has cheated me once, I will always feel suspicious of that person.",Agree
d2db2a8a-9ae3-473e-b0c3-a3d429df400e,I feel that I am an unpopular person.,Neutral
d2db2a8a-9ae3-473e-b0c3-a3d429df400e,"When it comes to physical danger, I am very fearful.",Disagree
d2db2a8a-9ae3-473e-b0c3-a3d429df400e,"If I want something from someone, I will laugh at that person's worst jokes.",Neutral
d2db2a8a-9ae3-473e-b0c3-a3d429df400e,I would be very bored by a book about the history of science and technology.,Neutral
d2db2a8a-9ae3-473e-b0c3-a3d429df400e,"Often when I set a goal, I end up quitting without having reached it.",Agree
d2db2a8a-9ae3-473e-b0c3-a3d429df400e,I tend to be lenient in judging other people.,Agree
d2db2a8a-9ae3-473e-b0c3-a3d429df400e,"When I'm in a group of people, I'm often the one who speaks on behalf of the group.",Agree
d2db2a8a-9ae3-473e-b0c3-a3d429df400e,"I rarely, if ever, have trouble sleeping due to stress or anxiety.",Agree
d2db2a8a-9ae3-473e-b0c3-a3d429df400e,"I would never accept a bribe, even if it were very large.",Strongly Agree
d2db2a8a-9ae3-473e-b0c3-a3d429df400e,People have often told me that I have a good imagination.,Agree
d2db2a8a-9ae3-473e-b0c3-a3d429df400e,"I always try to be accurate in my work, even at the expense of time.",Strongly Agree
d2db2a8a-9ae3-473e-b0c3-a3d429df400e,"When people tell me that I’m wrong, my first reaction is to argue with them.",Neutral
d2db2a8a-9ae3-473e-b0c3-a3d429df400e,I prefer jobs that involve active social interaction to those that involve working alone.,Strongly Agree
d2db2a8a-9ae3-473e-b0c3-a3d429df400e,"Whenever I feel worried about something, I want to share my concern with another person.",Agree
d2db2a8a-9ae3-473e-b0c3-a3d429df400e,I would like to be seen driving around in a very expensive car.,Neutral
d2db2a8a-9ae3-473e-b0c3-a3d429df400e,I think of myself as a somewhat eccentric person.,Neutral
d2db2a8a-9ae3-473e-b0c3-a3d429df400e,I don’t allow my impulses to govern my behavior.,Strongly Agree
d2db2a8a-9ae3-473e-b0c3-a3d429df400e,Most people tend to get angry more quickly than I do.,Agree
d2db2a8a-9ae3-473e-b0c3-a3d429df400e,People often tell me that I should try to cheer up.,Neutral
d2db2a8a-9ae3-473e-b0c3-a3d429df400e,I feel strong emotions when someone close to me is going away for a long time.,Agree
d2db2a8a-9ae3-473e-b0c3-a3d429df400e,I think that I am entitled to more respect than the average person is.,Agree
d2db2a8a-9ae3-473e-b0c3-a3d429df400e,Sometimes I like to just watch the wind as it blows through the trees.,Agree
d2db2a8a-9ae3-473e-b0c3-a3d429df400e,"When working, I sometimes have difficulties due to being disorganized.",Agree
d2db2a8a-9ae3-473e-b0c3-a3d429df400e,I find it hard to fully forgive someone who has done something mean to me.,Agree
d2db2a8a-9ae3-473e-b0c3-a3d429df400e,I sometimes feel that I am a worthless person.,Neutral
d2db2a8a-9ae3-473e-b0c3-a3d429df400e,Even in an emergency I wouldn't feel like panicking.,Agree
d2db2a8a-9ae3-473e-b0c3-a3d429df400e,I wouldn't pretend to like someone just to get that person to do favors for me.,Agree
d2db2a8a-9ae3-473e-b0c3-a3d429df400e,I’ve never really enjoyed looking through an encyclopedia.,Agree
d2db2a8a-9ae3-473e-b0c3-a3d429df400e,I do only the minimum amount of work needed to get by.,Disagree
d2db2a8a-9ae3-473e-b0c3-a3d429df400e,"Even when people make a lot of mistakes, I rarely say anything negative.",Agree
d2db2a8a-9ae3-473e-b0c3-a3d429df400e,I tend to feel quite self-conscious when speaking in front of a group of people.,Agree
d2db2a8a-9ae3-473e-b0c3-a3d429df400e,I get very anxious when waiting to hear about an important decision.,Agree
d2db2a8a-9ae3-473e-b0c3-a3d429df400e,"I’d be tempted to use counterfeit money, if I were sure I could get away with it.",Strongly Disagree
d2db2a8a-9ae3-473e-b0c3-a3d429df400e,I don't think of myself as the artistic or creative type.,Neutral
d2db2a8a-9ae3-473e-b0c3-a3d429df400e,People often call me a perfectionist.,Agree
d2db2a8a-9ae3-473e-b0c3-a3d429df400e,I find it hard to compromise with people when I really think I’m right.,Agree
d2db2a8a-9ae3-473e-b0c3-a3d429df400e,The first thing that I always do in a new place is to make friends.,Neutral
d2db2a8a-9ae3-473e-b0c3-a3d429df400e,I rarely discuss my problems with other people.,Agree
d2db2a8a-9ae3-473e-b0c3-a3d429df400e,I would get a lot of pleasure from owning expensive luxury goods.,Disagree
d2db2a8a-9ae3-473e-b0c3-a3d429df400e,I find it boring to discuss philosophy.,Neutral
d2db2a8a-9ae3-473e-b0c3-a3d429df400e,"I prefer to do whatever comes to mind, rather than stick to a plan.",Neutral
d2db2a8a-9ae3-473e-b0c3-a3d429df400e,I find it hard to keep my temper when people insult me.,Agree
d2db2a8a-9ae3-473e-b0c3-a3d429df400e,Most people are more upbeat and dynamic than I generally am.,Agree
d2db2a8a-9ae3-473e-b0c3-a3d429df400e,I remain unemotional even in situations where most people get very sentimental.,Agree
d2db2a8a-9ae3-473e-b0c3-a3d429df400e,I want people to know that I am an important person of high status.,Neutral
d2db2a8a-9ae3-473e-b0c3-a3d429df400e,I have sympathy for people who are less fortunate than I am.,Agree
d2db2a8a-9ae3-473e-b0c3-a3d429df400e,I try to give generously to those in need.,Agree
d2db2a8a-9ae3-473e-b0c3-a3d429df400e,It wouldn’t bother me to harm someone I didn’t like.,Strongly Disagree
d2db2a8a-9ae3-473e-b0c3-a3d429df400e,People see me as a hard-hearted person.,Neutral
ee335dcf-1d34-44df-b53a-66c445ecadb7,I would be quite bored by a visit to an art gallery.,Neutral
ee335dcf-1d34-44df-b53a-66c445ecadb7,I clean my office or home quite frequently.,Agree
ee335dcf-1d34-44df-b53a-66c445ecadb7,"I rarely hold a grudge, even against people who have badly wronged me.",Agree
ee335dcf-1d34-44df-b53a-66c445ecadb7,I feel reasonably satisfied with myself overall.,Agree
ee335dcf-1d34-44df-b53a-66c445ecadb7,I would feel afraid if I had to travel in bad weather conditions.,Agree
ee335dcf-1d34-44df-b53a-66c445ecadb7,"If I want something from a person I dislike, I will act very nicely toward that person in order to get it.",Agree
ee335dcf-1d34-44df-b53a-66c445ecadb7,I'm interested in learning about the history and politics of other countries.,Agree
ee335dcf-1d34-44df-b53a-66c445ecadb7,"When working, I often set ambitious goals for myself.",Strongly Agree
ee335dcf-1d34-44df-b53a-66c445ecadb7,People sometimes tell me that I am too critical of others.,Neutral
ee335dcf-1d34-44df-b53a-66c445ecadb7,I rarely express my opinions in group meetings.,Agree
ee335dcf-1d34-44df-b53a-66c445ecadb7,I sometimes can't help worrying about little things.,Agree
ee335dcf-1d34-44df-b53a-66c445ecadb7,"If I knew that I could never get caught, I would be willing to steal a million dollars.",Strongly Disagree
ee335dcf-1d34-44df-b53a-66c445ecadb7,I would like a job that requires following a routine rather than being creative.,Agree
ee335dcf-1d34-44df-b53a-66c445ecadb7,I often check my work over repeatedly to find any mistakes.,Agree
ee335dcf-1d34-44df-b53a-66c445ecadb7,People sometimes tell me that I'm too stubborn.,Agree
ee335dcf-1d34-44df-b53a-66c445ecadb7,"I avoid making ""small talk"" with people.",Neutral
ee335dcf-1d34-44df-b53a-66c445ecadb7,"When I suffer from a painful experience, I need someone to make me feel comfortable.",Agree
ee335dcf-1d34-44df-b53a-66c445ecadb7,Having a lot of money is not especially important to me.,Neutral
ee335dcf-1d34-44df-b53a-66c445ecadb7,I think that paying attention to radical ideas is a waste of time.,Disagree
ee335dcf-1d34-44df-b53a-66c445ecadb7,I make decisions based on the feeling of the moment rather than on careful thought.,Disagree
ee335dcf-1d34-44df-b53a-66c445ecadb7,People think of me as someone who has a quick temper.,Neutral
ee335dcf-1d34-44df-b53a-66c445ecadb7,I am energetic nearly all the time.,Agree
ee335dcf-1d34-44df-b53a-66c445ecadb7,I feel like crying when I see other people crying.,Agree
ee335dcf-1d34-44df-b53a-66c445ecadb7,I am an ordinary person who is no better than others.,Agree
