persona_id,honest-humility,emotionality,extraversion,agreeableness,conscientiousness,openness to experience,altruism,model_name
197a10f3-35a9-4fda-8245-6a02c2980762,3.5,3.25,3.25,2.75,4.25,3.0,3.5,Qwen2_5-7B-Instruct
d1403dfc-c79b-4eb8-b017-372942ff3930,3.5,3.25,3.0,2.75,4.0,3.25,3.75,Qwen2_5-7B-Instruct
07406572-896a-42fe-bbc1-126104622bf7,3.667,4.0,2.75,3.0,4.5,3.333,3.5,Qwen2_5-7B-Instruct
f4acd364-3ff1-4cea-b016-1db3c3a7c5e7,1.75,3.75,3.5,2.5,4.0,3.0,4.25,Qwen2_5-7B-Instruct
b1d4bee8-bc52-4571-9714-7ca5e83bf5ad,3.5,4.0,2.75,1.75,3.0,3.0,3.75,Qwen2_5-7B-Instruct
782f13f4-0d98-41b4-a170-a2839dc6be70,3.5,3.75,1.5,3.75,3.5,3.25,4.25,Llama-3_1-8B-Instruct
81596279-9ae8-463f-bb93-f8f0f88d777e,3.5,2.0,2.0,3.5,3.75,2.75,3.5,Llama-3_1-8B-Instruct
6ce72d58-d03e-46d3-ae63-28b1bad56c26,3.25,2.75,1.5,3.75,3.75,2.75,2.5,Llama-3_1-8B-Instruct
e960e68a-f260-48df-8cb7-d6f8a46e470a,3.5,3.0,2.0,3.25,3.0,2.75,3.25,Llama-3_1-8B-Instruct
e3d265c4-b172-44f0-b058-be4d42fe5fb4,3.25,2.25,1.5,2.75,3.5,2.75,3.5,Llama-3_1-8B-Instruct
3e943da5-cd1d-4400-8853-b672416f52e3,3.25,2.25,3.25,3.25,4.0,2.0,2.5,Llama-3_1-8B-Instruct
9ae21d77-9a50-475e-a868-d7035d570fb7,3.25,3.25,2.0,3.25,3.25,3.5,3.25,Llama-3_1-8B-Instruct
5cc74f49-e918-4453-83cc-e6700d81322a,3.0,1.5,2.25,3.25,3.25,2.25,3.75,Llama-3_1-8B-Instruct
f30b35da-8c27-43ca-94b8-f17e5297fe01,3.25,3.0,2.0,3.25,3.0,3.5,3.25,Llama-3_1-8B-Instruct
be3662cf-7e01-4363-a652-ad7bd2a60269,3.25,2.75,3.0,3.0,2.75,2.25,3.5,Llama-3_1-8B-Instruct
1b380788-aeae-48cb-abb3-15c02ff37436,3.5,1.75,2.5,3.25,3.75,3.0,3.5,Llama-3_1-8B-Instruct
b5ebb1e0-7f90-49fe-81e5-387a147e712e,3.75,1.75,2.5,2.75,3.25,1.75,3.0,Llama-3_1-8B-Instruct
38e3a98c-b574-40f9-a6cc-be206073c4c1,3.5,1.75,2.5,3.75,3.5,3.0,3.5,Llama-3_1-8B-Instruct
a98688eb-3b52-40e6-982b-293a6f9ab1c1,3.25,3.25,2.75,3.75,3.25,3.5,3.75,Llama-3_1-8B-Instruct
d5014bba-be7b-40b1-bf20-587d57db8b57,4.0,4.0,2.0,3.25,2.5,3.5,4.25,Llama-3_1-8B-Instruct
2122bb1b-46b2-442f-aba1-234f6052db88,3.0,1.75,2.25,3.25,3.5,3.0,3.0,Llama-3_1-8B-Instruct
74d6f2b2-d837-4b31-9997-1d011c7ccb8b,3.5,2.25,2.75,3.5,3.25,2.0,3.5,Llama-3_1-8B-Instruct
d46b5093-669d-4299-8a03-687b4b752bc9,3.75,2.5,2.5,3.0,3.5,3.25,3.5,Llama-3_1-8B-Instruct
f9c526ec-daf2-4617-b5fc-4d88e642101b,4.0,2.25,1.75,3.0,3.5,3.5,3.75,Llama-3_1-8B-Instruct
33d9b9e6-4c8a-4d9b-af8e-f6c266b5f7eb,3.5,2.5,2.25,3.75,3.5,3.0,3.25,Llama-3_1-8B-Instruct
b3241695-0c38-4ab0-b143-4cc8c5266cb8,3.75,3.0,1.75,2.75,3.5,2.75,3.5,Llama-3_1-8B-Instruct
51d5ef31-d869-4976-a98d-716931cc24f2,2.0,3.0,2.75,2.25,4.0,3.0,3.75,Llama-3_1-8B-Instruct
7263e99c-4b36-43d9-8082-24c10843c902,3.5,2.25,2.0,3.75,3.5,3.0,3.0,Llama-3_1-8B-Instruct
a5eb3723-0c27-467b-a75a-9eeb0a39d003,3.0,2.5,2.25,3.0,3.25,2.75,3.25,Llama-3_1-8B-Instruct
08b9b89f-855e-4f77-98e2-52c07ccd70ee,3.0,2.75,3.75,3.25,3.25,3.5,2.75,Llama-3_1-8B-Instruct
2cb68a44-ddcc-4e1f-9c2e-04b0ba19fb0b,3.75,1.75,2.25,3.5,4.0,3.0,4.0,Llama-3_1-8B-Instruct
5a90023d-2dc7-44d4-9fdb-c8d7f5f47c94,3.5,3.25,2.5,3.25,3.0,2.75,4.0,Llama-3_1-8B-Instruct
60dcc79b-c11e-4cbd-9d21-be784a21ff23,3.5,4.25,3.0,2.75,3.5,3.5,4.5,Llama-3_1-8B-Instruct
9a248296-3ff0-448a-bdd6-af5dd552f2c6,3.5,3.25,2.5,3.0,3.0,3.25,4.0,Llama-3_1-8B-Instruct
f385fea9-31b4-430d-8cde-0eb569e8ab5c,3.5,2.25,2.5,3.75,3.75,3.5,4.25,Llama-3_1-8B-Instruct
205f5118-40c9-4d59-8548-8fb704a2f250,3.5,4.0,2.25,2.5,3.0,3.25,4.0,Llama-3_1-8B-Instruct
fb3d0cba-963b-4203-8d3f-9447e699cbf8,3.75,4.0,3.5,2.5,3.0,4.0,4.25,Llama-3_1-8B-Instruct
cf2ad621-01f0-473b-b429-e177bbc16d63,3.75,3.75,2.5,3.25,2.75,3.0,4.5,Llama-3_1-8B-Instruct
1b56751d-5082-4c2d-8cbc-fb1cb857bdb1,3.5,3.75,3.0,3.5,3.5,3.5,4.0,Llama-3_1-8B-Instruct
1bc119a9-f16f-43cb-a4e4-620d7d497a6a,3.0,4.25,2.5,3.5,3.0,3.5,4.25,Llama-3_1-8B-Instruct
12ac8baa-27cf-49e9-980d-ecc791f49f60,4.0,2.25,2.25,3.25,3.25,3.0,3.25,Llama-3_1-8B-Instruct
8435ab48-1e1c-41a5-823d-602064f112a4,3.0,4.5,1.75,2.25,3.5,3.5,4.25,Llama-3_1-8B-Instruct
b866a002-96dd-4e2a-b0b8-c42924bb4df2,3.5,4.0,3.0,3.25,3.25,3.75,3.5,Llama-3_1-8B-Instruct
a796696b-53cc-4b84-9404-8cac5dcde03d,3.0,4.5,2.25,3.25,3.5,3.25,4.25,Llama-3_1-8B-Instruct
33fffdf2-9c2a-4cd3-ac6e-00ecc9541c25,3.5,3.75,3.0,3.0,3.25,3.25,3.75,Llama-3_1-8B-Instruct
8c7cd89c-cdf5-4b2c-a2e1-dee29a820494,3.0,3.75,1.75,2.5,2.75,3.5,2.75,Llama-3_1-8B-Instruct
3d0fd059-5801-4ab6-b761-9f4711241d92,4.0,3.75,2.5,3.0,3.75,3.75,4.75,Llama-3_1-8B-Instruct
ea08ab68-9695-4658-b0f2-5ed4e3816a0e,3.0,3.75,2.5,3.25,4.0,3.5,4.0,Llama-3_1-8B-Instruct
69efdfe6-4ac7-4dd2-9963-1cb333bdb1c4,3.25,3.25,1.75,3.0,3.0,3.0,3.25,Llama-3_1-8B-Instruct
370b0664-8fcb-4499-bd94-628ab1430382,3.5,4.0,2.5,3.25,3.5,4.25,4.25,Llama-3_1-8B-Instruct
e5ad4b68-9121-40c0-9e40-3af337da5a38,3.5,4.25,2.0,3.0,3.0,3.25,4.25,Llama-3_1-8B-Instruct
9ec382b6-5ec5-4b7a-8200-e9333c50fa8a,3.75,3.5,2.5,4.0,3.75,3.25,4.0,Llama-3_1-8B-Instruct
38a28ae1-5f19-4553-9f24-338489b566f1,3.0,3.0,1.5,2.5,3.0,3.25,4.0,Llama-3_1-8B-Instruct
9ca725dc-9d0c-4048-9254-e1a1014b681b,3.25,4.0,2.0,3.0,3.0,3.0,3.75,Llama-3_1-8B-Instruct
eff5cdef-47ce-4c28-83cc-80877da7ff6f,3.5,3.0,2.25,2.25,3.25,3.75,3.75,Llama-3_1-8B-Instruct
df5d788d-29cb-4f59-8163-a5d8d47192d1,3.0,1.75,3.5,3.75,3.0,3.75,3.75,Llama-3_1-8B-Instruct
78e1c96e-dee3-4fc6-97f6-8d5ab0a18d96,2.75,4.25,2.75,2.5,3.25,3.5,4.25,Llama-3_1-8B-Instruct
4c8665c6-7478-4bc1-8f05-0814af51b560,3.0,2.5,2.75,2.75,2.75,3.0,3.75,Llama-3_1-8B-Instruct
897ea35a-3a2b-495d-a310-1dfe1f09801b,3.0,3.25,2.25,2.75,2.75,3.5,4.5,Llama-3_1-8B-Instruct
188f7844-33c0-4846-bb41-57bc37402a44,1.75,3.25,3.0,2.0,2.75,3.5,3.75,Llama-3_1-8B-Instruct
fbf38c53-12c5-4f94-965d-a575da7d491c,3.5,4.25,3.25,2.25,2.75,3.5,4.5,Llama-3_1-8B-Instruct
4da36d0b-79e5-4cbc-8875-81f2494fa985,2.25,3.5,3.0,3.0,3.0,3.75,4.0,Llama-3_1-8B-Instruct
a3ec05d9-0503-4cfd-b062-290423d30853,3.75,3.75,3.25,4.0,3.0,3.75,4.5,Llama-3_1-8B-Instruct
23b85d85-c85e-4efb-b1f4-0c780a533f2b,3.25,2.0,2.5,2.75,3.25,2.25,2.5,Llama-3_1-8B-Instruct
78bc93fd-6b14-4755-abb1-2b75c1e84c02,1.25,2.25,3.25,3.25,4.0,3.5,4.5,Llama-3_1-8B-Instruct
02a2536f-a631-43fd-a485-d17c12fca9d5,2.25,2.75,3.0,3.0,3.25,3.5,3.75,Llama-3_1-8B-Instruct
2b4fc21b-ab3c-4eaa-9c5c-32635b0f99bc,4.25,4.25,2.5,3.25,3.0,4.25,4.75,Llama-3_1-8B-Instruct
e816e7b8-cd9a-4f1f-af7f-6f26180987ab,2.75,4.0,2.75,3.0,3.25,3.75,4.5,Llama-3_1-8B-Instruct
34a3d08b-4f96-460a-8eb6-163449d71bef,3.25,3.75,2.5,2.75,3.75,3.5,3.5,Llama-3_1-8B-Instruct
0a5c7cf4-3476-4744-93db-17ed88e8c39e,3.5,4.5,2.5,3.0,2.75,4.25,4.5,Llama-3_1-8B-Instruct
361f8dec-4be6-4816-97eb-178b4e04e33f,3.5,2.5,3.5,3.5,4.0,3.0,4.0,Llama-3_1-8B-Instruct
c1c0c79c-b98c-4b70-87a6-c54574f150e2,3.5,3.25,2.25,3.25,4.0,3.75,4.25,Llama-3_1-8B-Instruct
69051a05-8c58-42d9-9d3a-ac788b8fc6d0,3.75,3.25,3.25,3.0,3.25,4.0,4.25,Llama-3_1-8B-Instruct
4adbc846-2f9a-4a08-8a30-c96c676b77e8,3.25,2.5,2.5,2.75,4.25,3.25,2.75,Llama-3_1-8B-Instruct
416275af-7b72-41ad-a9ac-1ac96a639aa3,2.5,4.0,4.25,2.25,1.0,3.75,3.75,Llama-3_1-8B-Instruct
c10bc817-f6b9-4199-9e17-68247556a479,3.0,3.25,1.5,3.75,3.5,3.75,4.25,Llama-3_1-8B-Instruct
8c70414c-2e4d-45cb-96f1-cc3afad89d02,3.25,4.0,3.5,3.0,4.25,3.75,3.75,Llama-3_1-8B-Instruct
7cac78f9-8867-4c65-8844-8946cb4dde96,3.0,2.75,2.75,2.5,3.5,3.25,3.0,Llama-3_1-8B-Instruct
f7eb4b44-a38c-4109-94cf-159c4e9ce319,2.5,4.0,3.0,3.0,2.75,4.0,4.25,Llama-3_1-8B-Instruct
533ec84e-d1b2-423e-83af-6ac67b8e5eac,3.5,4.0,2.5,2.25,3.5,3.5,4.0,Llama-3_1-8B-Instruct
3184ddb5-7d20-476a-8b85-62629acb18c5,3.25,2.0,2.75,3.25,3.0,2.75,3.75,Llama-3_1-8B-Instruct
1f086ae0-255f-47c0-8922-32d0db9eb4ee,3.5,2.25,3.0,3.25,4.25,3.5,3.0,Llama-3_1-8B-Instruct
57b4bd2c-f805-4a4d-942d-df98d6b3519c,2.25,2.75,2.5,3.0,3.5,3.5,3.5,Llama-3_1-8B-Instruct
2ebe18ee-ac7b-43f5-8b11-cc2613638925,3.25,1.25,2.0,3.5,4.0,3.25,3.75,Llama-3_1-8B-Instruct
3cd934fa-d052-4d7b-9a3b-f20a3f5b174f,3.5,3.25,2.5,2.75,2.75,3.25,3.25,Llama-3_1-8B-Instruct
4df2a2fe-c636-4043-8034-8c4a9f0dfb58,3.75,2.75,2.75,3.0,4.0,4.0,3.75,Llama-3_1-8B-Instruct
aa6c61ba-4593-49ae-b9f0-63f2ad57defd,3.5,1.75,2.75,2.75,3.5,4.0,3.75,Llama-3_1-8B-Instruct
2119b84e-186c-4153-bc6f-24f5434546c1,3.0,4.5,2.75,3.25,3.0,4.0,4.75,Llama-3_1-8B-Instruct
d1557862-6b48-47ed-b016-e29b29e6dc85,3.5,4.0,2.5,2.75,4.25,3.75,4.5,Llama-3_1-8B-Instruct
298eceb1-2752-4454-8f84-c5ce39ff79cd,3.25,2.5,2.25,3.5,4.0,3.0,3.75,Llama-3_1-8B-Instruct
4e9175ab-817a-44cf-8aad-8c6396215705,3.0,1.75,2.75,2.25,3.25,3.75,3.75,Llama-3_1-8B-Instruct
eb38f486-bb12-4930-855e-3b2d2dfc2f6a,3.0,2.25,3.0,4.75,3.0,3.5,4.25,Llama-3_1-8B-Instruct
7358f2f7-15b8-4cd3-b10b-1f1deaf81956,3.25,2.75,2.5,3.5,3.0,3.25,4.0,Llama-3_1-8B-Instruct
a5719ed9-99f1-45c4-acb0-23e7ad076312,3.75,3.5,2.0,3.5,4.5,3.5,3.75,Llama-3_1-8B-Instruct
c337e039-dc10-4a94-b9e1-b96e941c6d0c,2.5,3.75,3.0,2.75,3.0,4.25,4.25,Llama-3_1-8B-Instruct
8130a76e-cbd3-43ff-8798-da98852b6c83,3.0,2.5,3.25,3.25,4.0,3.0,4.0,Llama-3_1-8B-Instruct
e12e29f3-db9f-44d3-ba9b-05171a67942a,2.75,1.5,2.5,3.25,3.0,3.75,4.75,Llama-3_1-8B-Instruct
90706a3f-6387-4947-8c97-2d88d092f1f5,3.25,2.25,2.0,3.75,3.75,2.75,3.25,Llama-3_1-8B-Instruct
8217a826-5453-4f34-a97c-55c0ef67fe38,3.5,4.5,2.25,3.5,3.25,3.75,4.25,Llama-3_1-8B-Instruct
867f792d-b426-4642-876c-4caefc5fc98f,3.25,3.5,2.75,3.0,3.0,3.75,4.25,Llama-3_1-8B-Instruct
fcc854f0-9d35-45c5-9e14-4cff5bcbecfa,3.5,2.75,2.0,3.0,3.75,3.0,3.75,Llama-3_1-8B-Instruct
342a5e32-2234-4915-b1c7-d4f49dd308e0,3.0,1.5,1.75,3.0,4.0,3.0,3.25,Llama-3_1-8B-Instruct
1b180707-3f7a-4e5e-a971-68664111148c,3.75,4.0,2.75,2.5,3.0,4.0,4.5,Llama-3_1-8B-Instruct
325a6f7f-b1b3-4056-aa2e-48d14f6f7260,3.0,4.5,3.75,3.25,3.25,3.75,4.5,Llama-3_1-8B-Instruct
fad4276f-4dc1-4f87-b411-082910c68779,3.75,2.25,2.75,3.5,3.5,3.5,3.75,Llama-3_1-8B-Instruct
5c9d7890-9222-4a0d-b928-b592e8b5c284,3.0,3.75,2.75,2.75,2.75,3.5,5.0,Llama-3_1-8B-Instruct
10d1138b-d31f-497e-bcef-255ff36ab08f,3.75,4.25,3.25,2.5,3.25,3.75,5.0,Llama-3_1-8B-Instruct
15975ab7-f2b8-49ec-9508-bdec0565f9c3,3.75,4.75,3.0,2.5,3.25,4.0,4.5,Llama-3_1-8B-Instruct
d7edbcba-f68a-42f5-af70-ff2a2283c278,3.75,3.75,2.25,2.75,3.75,4.0,4.25,Llama-3_1-8B-Instruct
a656f899-23fe-44f6-a51b-3a2f3a5c1ae3,3.5,3.75,3.25,3.0,3.25,4.0,4.75,Llama-3_1-8B-Instruct
d8a77547-700b-4abc-a867-f31dd5eb1193,3.25,4.0,2.75,3.0,3.5,3.5,4.25,Llama-3_1-8B-Instruct
24b93a83-075c-4b0e-b3b9-df96bf8ee042,3.75,4.0,2.5,3.0,3.25,4.0,4.5,Llama-3_1-8B-Instruct
e33625c9-b6c5-42f7-a574-df84c4a6f564,3.75,3.75,2.75,3.25,3.0,3.5,4.5,Llama-3_1-8B-Instruct
b3ff17d5-f5ef-4928-8406-d3495ffa056f,4.0,4.0,2.25,3.75,4.25,3.75,4.5,Llama-3_1-8B-Instruct
a0b8d697-e35a-4014-995e-ffa3f0054ef6,3.0,4.0,3.0,3.0,4.0,3.25,4.25,Llama-3_1-8B-Instruct
4bb343d1-1184-43de-9f9e-5ad6dd05fda0,3.75,4.25,2.5,2.5,3.5,3.75,4.75,Llama-3_1-8B-Instruct
8438f2c8-458c-4a24-8a85-870b654ba50b,3.75,4.5,3.0,3.75,3.75,3.75,4.75,Llama-3_1-8B-Instruct
e76b0943-975c-4bd2-8b14-0507708a5f10,3.75,4.0,3.5,3.5,4.0,3.5,4.75,Llama-3_1-8B-Instruct
605db9da-63bf-42a0-ba15-e9f8a16444ca,3.75,3.75,2.5,2.5,4.25,3.75,4.5,Llama-3_1-8B-Instruct
8890db9a-3ce4-41c5-86b9-85a030308e62,3.0,4.25,1.75,3.5,3.0,3.25,4.25,Llama-3_1-8B-Instruct
3a8b070d-c1ac-4a16-ac09-ecd88c62b168,3.5,4.0,4.0,3.5,3.25,3.5,4.25,Llama-3_1-8B-Instruct
1d324a87-8709-463d-97d1-d43ead17eb3c,4.25,4.25,3.0,3.5,2.75,3.5,4.5,Llama-3_1-8B-Instruct
d07af1dc-4139-44ac-976d-20a7cf7b4e5a,4.0,4.5,2.5,2.75,3.5,3.5,4.75,Llama-3_1-8B-Instruct
fcc7b6f8-7faf-43f0-97da-d4053af17e3f,3.5,4.5,2.25,3.75,3.5,4.0,4.25,Llama-3_1-8B-Instruct
777bae8f-d546-4dfb-8b52-c21004252107,3.75,3.75,3.25,4.5,4.0,4.5,4.75,Llama-3_1-8B-Instruct
0cfb7898-10e1-4d71-a89a-60695acadf15,3.25,4.5,4.0,2.75,3.25,3.5,4.25,Llama-3_1-8B-Instruct
d21facfd-162c-4663-a081-954335a5ea49,4.0,4.0,3.0,2.75,3.0,3.75,4.25,Llama-3_1-8B-Instruct
07a1da0d-7912-41d5-ab77-e951bfeb7f5f,3.25,4.5,3.75,3.0,4.0,4.0,4.5,Llama-3_1-8B-Instruct
1ae0712c-de42-442b-80a9-a08e353e13ab,3.75,4.25,3.0,2.5,3.5,4.0,4.75,Llama-3_1-8B-Instruct
29b66443-b2b7-4713-a332-5dc28e45e832,3.0,2.0,3.0,3.0,3.25,3.25,2.75,Llama-3_1-8B-Instruct
5ebd121f-55f5-4263-b098-c70b31bbe265,3.5,4.0,2.75,3.0,3.25,3.75,4.75,Llama-3_1-8B-Instruct
c118cd6e-0215-48a7-a130-ff603ada8f71,4.0,4.5,3.0,4.25,3.5,3.5,4.5,Llama-3_1-8B-Instruct
366850e5-c9a8-4486-bb5b-a4fc0ae22839,3.5,3.0,2.5,3.0,3.5,3.75,4.25,Llama-3_1-8B-Instruct
f6cacc93-80fa-4d2a-94ce-5aef7985c38e,4.0,3.5,2.5,3.0,3.75,3.5,4.75,Llama-3_1-8B-Instruct
5fd19f81-e8fb-4c41-8a66-f32a454f8629,4.0,2.25,2.75,3.25,4.5,3.25,4.0,Llama-3_1-8B-Instruct
73e47376-6f74-42d7-975c-e623bcd75915,3.0,4.25,4.75,2.75,3.75,4.0,4.75,Llama-3_1-8B-Instruct
78b45253-cfe2-4a70-8cf4-da0bce163fcb,3.5,4.75,2.25,2.25,3.0,3.75,4.5,Llama-3_1-8B-Instruct
9c2ac6c3-bcaf-4a54-900e-d3917e39b0ef,4.25,4.25,2.25,4.25,3.5,4.0,4.5,Llama-3_1-8B-Instruct
4392420e-6cf7-4c69-b3ee-0b1712624d9c,3.0,3.5,3.25,3.0,4.25,3.25,4.5,Llama-3_1-8B-Instruct
b09d75bd-0da2-4e40-99d3-b363951bf031,3.25,3.0,3.0,3.0,3.0,3.25,3.75,Llama-3_1-8B-Instruct
727e901a-4764-4200-9272-299cc2906e88,3.75,4.0,3.0,3.0,3.0,3.75,3.75,Llama-3_1-8B-Instruct
c36eacbd-c864-463e-ab93-e62ef46c71a4,3.75,3.75,2.75,3.5,3.5,4.0,4.75,Llama-3_1-8B-Instruct
90a5f948-97d4-4616-a8a6-c434a35e2153,3.75,4.25,2.0,2.5,4.0,3.25,4.5,Llama-3_1-8B-Instruct
2ddd200d-4bf9-4b5f-9c3f-25ec69a56b8e,3.0,3.75,2.5,3.0,4.25,3.5,4.75,Llama-3_1-8B-Instruct
70fea988-0719-4dc6-a485-6d776e94a6a7,3.5,3.25,2.75,3.0,3.25,3.25,4.25,Llama-3_1-8B-Instruct
d8c61bd6-8c79-46a4-aed8-d98cff31a85a,3.5,4.0,2.0,2.75,3.5,3.5,4.25,Llama-3_1-8B-Instruct
67507714-9216-41af-9835-29039ebea83f,3.75,3.0,3.5,2.5,3.5,3.5,4.5,Llama-3_1-8B-Instruct
3cd4361c-2829-458c-b39b-eb9afe281533,4.0,4.0,2.25,2.25,2.75,4.0,4.75,Llama-3_1-8B-Instruct
dbc5e694-d5b5-4c91-bfcb-89709df74d1d,2.5,2.75,3.0,3.25,4.75,3.5,4.5,Llama-3_1-8B-Instruct
e2c78c9a-ca42-4d73-a026-396eac39e2b0,2.5,4.75,1.75,2.0,3.25,4.0,4.5,Llama-3_1-8B-Instruct
53dda1d4-5f2c-4fec-88c7-5da93650db87,3.5,4.0,2.75,3.25,3.25,4.25,4.75,Llama-3_1-8B-Instruct
b65c23cf-a63f-4e29-ae71-a3f719637d00,3.25,4.5,2.75,3.75,4.25,3.5,4.25,Llama-3_1-8B-Instruct
659cd598-403b-402f-b386-6a275c6c95fb,4.0,3.5,2.5,3.5,3.5,3.75,4.75,Llama-3_1-8B-Instruct
15770ba5-19b5-49d2-81e5-bac9d37e009e,4.0,3.25,2.75,2.25,4.0,3.5,4.25,Llama-3_1-8B-Instruct
a507b4a0-7f7b-4889-a6a3-06b966d7d4bd,3.25,4.5,3.0,2.5,4.25,4.0,5.0,Llama-3_1-8B-Instruct
ff2bee6c-de34-4a9e-bbfb-163e57e64342,4.0,4.25,4.0,3.75,3.75,4.0,4.75,Llama-3_1-8B-Instruct
c1b7c4a6-8e9a-40ba-a77b-d5bacd2979e4,4.0,4.25,2.0,2.75,3.0,3.75,4.5,Llama-3_1-8B-Instruct
63562d87-7aa6-444e-b13a-89e7da87b78b,3.5,4.0,3.0,3.5,3.75,3.25,4.25,Llama-3_1-8B-Instruct
66cf2987-6dac-4c2a-94ef-2cefc8162c5d,3.75,4.75,2.0,3.0,3.0,3.25,4.5,Llama-3_1-8B-Instruct
6bc798c7-853d-4fe2-9dbf-a4ecc49a7666,4.0,4.0,3.0,3.0,4.0,3.25,4.25,Llama-3_1-8B-Instruct
4857426f-6404-4ee5-b439-260b46be7eaa,2.5,4.25,3.0,2.75,3.5,3.75,4.5,Llama-3_1-8B-Instruct
150692cd-2821-424a-8f2f-0d53a9f47ea2,4.0,4.25,2.25,4.25,3.25,3.75,4.75,Llama-3_1-8B-Instruct
85c024a3-6688-4a3e-b7a4-caedd5e17039,3.5,3.75,3.75,3.75,3.25,3.25,3.75,Llama-3_1-8B-Instruct
6aa3303a-ad65-4590-8cc1-d9e579af65c7,3.75,4.0,3.25,2.75,3.75,3.5,4.0,Llama-3_1-8B-Instruct
b9e508b5-e8f9-44fd-861c-fb94937aca70,3.5,4.25,3.25,3.25,3.25,4.25,4.75,Llama-3_1-8B-Instruct
bae6772f-9169-46d9-b4d4-1895b4e5a1b5,3.75,3.75,3.0,2.5,3.0,3.5,4.25,Llama-3_1-8B-Instruct
88d0ca1a-117b-4d06-8492-3063d7dff3a7,4.0,3.75,2.25,4.0,3.75,3.75,4.75,Llama-3_1-8B-Instruct
a942aba9-aaa9-4586-aa66-77157a9066be,3.75,3.75,2.0,2.5,3.75,3.5,4.25,Llama-3_1-8B-Instruct
a8dd35b8-869b-442f-bb7f-c6d4b6995ecb,3.75,4.5,4.0,3.75,3.5,4.0,4.75,Llama-3_1-8B-Instruct
170e9a0a-8b3b-425c-9293-8c21105cac8e,3.75,3.5,1.75,2.75,3.5,3.0,4.25,Llama-3_1-8B-Instruct
f18f876a-bfb8-4ca1-9f4c-27c692b89b27,3.5,4.0,3.25,2.75,3.0,3.5,4.75,Llama-3_1-8B-Instruct
00b1bf16-7713-46bd-9a92-9d9f55e8b85c,3.75,3.5,3.0,4.5,4.5,3.5,4.75,Llama-3_1-8B-Instruct
8311b369-9b8a-41c7-ab3f-b6124c7ddcb5,3.25,4.5,3.0,3.5,3.25,3.5,4.75,Llama-3_1-8B-Instruct
0ebecd89-986b-4fcf-8980-af6ef5c7a1c2,3.25,4.5,3.25,3.25,3.0,3.25,4.75,Llama-3_1-8B-Instruct
e40f323d-bbb2-4b59-8e1a-a06a352acedf,3.25,4.25,3.0,3.25,3.0,3.75,4.75,Llama-3_1-8B-Instruct
f86900b7-16b0-435a-a7f7-065983958094,3.5,4.0,2.5,4.0,4.5,3.5,4.25,Llama-3_1-8B-Instruct
9b0348c8-e350-42e1-9c62-4bb7adffa72a,3.75,3.5,2.5,3.25,3.75,3.25,4.5,Llama-3_1-8B-Instruct
9af395d5-3de6-4652-b55f-4a146ca141c5,3.5,4.0,2.0,3.25,3.0,3.0,4.25,Llama-3_1-8B-Instruct
6e7f1bce-f0bc-46e0-a918-865da1d0d750,3.75,4.5,2.0,3.5,3.75,3.5,4.5,Llama-3_1-8B-Instruct
70db7c13-fb58-4a87-a73d-8bc18cdd8616,4.0,3.75,3.25,4.5,4.0,3.5,4.5,Llama-3_1-8B-Instruct
b4889222-8b69-43d2-9eb5-1f89c60a511a,3.0,1.75,3.5,2.75,3.25,3.5,4.25,Llama-3_1-8B-Instruct
2613b64e-15e4-472a-9503-d9a853c99cdd,2.0,1.0,4.0,3.0,4.0,3.5,2.5,Llama-3_1-8B-Instruct
480f281c-8a91-476c-8471-a279f00a58f7,2.75,2.5,2.75,3.25,4.0,3.5,4.0,Llama-3_1-8B-Instruct
dd205ecc-183e-4f12-bbfc-bbd815bd0410,3.25,2.5,2.0,2.0,3.0,3.0,3.75,Llama-3_1-8B-Instruct
afc2fa44-0888-4296-a6cd-909c0f680144,2.25,1.75,2.5,2.75,3.25,3.25,4.5,Llama-3_1-8B-Instruct
6563838b-b5db-4d41-83f7-648b7ee41696,2.0,4.0,2.25,3.5,3.5,4.0,4.0,Llama-3_1-8B-Instruct
275af716-d3e3-419f-9960-559b981a22d1,3.5,3.25,2.75,3.0,3.25,3.25,3.75,Llama-3_1-8B-Instruct
a1d985cc-29a1-4aaa-a818-97a3d16850d1,1.5,2.5,2.5,2.25,3.25,3.25,2.5,Llama-3_1-8B-Instruct
100ba99c-5094-4a95-baba-d26cef4b98d4,3.5,3.5,2.25,3.25,3.0,3.5,4.75,Llama-3_1-8B-Instruct
cc32691a-fd8a-4fc5-b0f5-f9a75bf1b60c,3.25,3.75,2.5,2.75,4.0,3.5,4.25,Llama-3_1-8B-Instruct
b59105e9-5647-4b28-a3ba-ab82c30fdf15,3.25,3.25,2.25,3.0,3.5,3.25,4.25,Llama-3_1-8B-Instruct
3af51296-f29c-4ccc-a654-7a14efc7b684,2.75,2.0,3.5,2.0,3.25,3.0,4.0,Llama-3_1-8B-Instruct
c217c783-ef57-4cf6-98a0-ec64e6098f4e,3.25,3.0,2.25,3.0,4.0,3.5,4.0,Llama-3_1-8B-Instruct
18cc4d1d-a541-4ed0-b579-f00dc70352b3,3.25,3.5,2.75,4.25,3.25,4.25,4.25,Llama-3_1-8B-Instruct
72df07b1-024b-438f-900f-34f8b9484cef,3.25,2.25,3.5,3.75,3.0,3.75,2.5,Llama-3_1-8B-Instruct
